Unnamed: 0.1,Unnamed: 0,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,imdb_rating,where_to_watch
6980,12770,29826,The Legend of the Nahuala,7.787,176,Released,2007-10-31,0,80,False,/umAxZQoJ0I6YlwYB5NqLqD7NjdX.jpg,0,http://www.nahuala.com.mx,tt1003009,es,La Leyenda de la Nahuala,"Leo San Juan, an insecure child of nine years old, lives eternally frightened by horror stories that Nando tells his older brother. Within these stories it is 'The Legend of Nahuala', according to which, an old abandoned Casona is possessed by the spirit of an evil witch known as the Nahuala.",18.363,/nQ94eTRXQogJTDwlbq0R8VXSNMZ.jpg,,"Animation, Family, Fantasy, Horror",Animex Producciones,Mexico,Spanish,arts and culture,6.3,['Amazon Prime Video']
6982,12774,42148,Pixote,7.864,176,Released,1980-09-26,0,128,False,/oPg34Ft2RC2EtDfb4q5kNhJRPcA.jpg,0,,tt0082912,pt,Pixote: A Lei do Mais Fraco,"10-year-old Pixote endures torture, degradation, and corruption at a local youth detention center where two of its members are murdered by policemen who frame Lilica, a 17-year-old trans hustler. Pixote helps Lilica and three other boys escape and they start to make their living by a life of crime which only escalates to more violence and death.",7.227,/zaBtclnYKv2JkgRDQ7OiFtWHm4e.jpg,They can't outrun the law of the weakest.,"Crime, Drama","HB Filmes, Embrafilme",Brazil,Portuguese,"prostitution, lgbt, disturbed, gay theme, critical, intense, depressing, complicated",7.9,['Amazon Prime Video']
6983,12776,785976,Pelé,7.401,176,Released,2021-02-23,0,108,False,/t0kHIE4ERtw3h4qwTSmzt5LyhRY.jpg,0,https://www.netflix.com/title/81074673,tt13842562,pt,Pelé,"Against the backdrop of a turbulent era in Brazil, this documentary captures Pelé's extraordinary path from breakthrough talent to national hero. Mixing rare archival footage and exclusive interviews, this documentary celebrates the legendary Brazilian footballer who personified football as art.",13.241,/tX2gco2U4MlKEWwM4UkiIf1C74e.jpg,,Documentary,"Pitch Productions, Saraguina Filmes",United Kingdom,"English, French, Italian, Portuguese, Spanish, German","sports, world cup, biography, football (soccer), sports documentary",7.0,"['Netflix', 'Amazon Prime Video']"
6987,12788,77461,Where Do We Go Now?,7.471,175,Released,2011-09-14,6700000,110,False,/c8GLTnbXWUbLnjPsb6W8Do1o6v8.jpg,21000000,,tt1772424,ar,وهلأ لوين؟‎,"On a remote, isolated, unnamed Lebanese village inhabited by both Muslims and Christians. The village is surrounded by land mines and only reachable by a small bridge. As civil strife engulfed the country, the women in the village learn of this fact and try, by various means and to varying success, to keep their men in the dark, sabotaging the village radio, then destroying the village TV.",8.777,/za3GHJgqSEPrmuERHv1uVzmLg9B.jpg,,"Drama, Comedy",Les Films des Tournelles,"Egypt, France, Italy, Lebanon, Qatar","English, Arabic, Russian","religious conflict, hijab, religious differences, woman director",7.4,"['Netflix', 'Amazon Prime Video', 'Apple TV+']"
6998,12808,730647,Break the Silence: The Movie,9.154,175,Released,2020-09-10,8954945,90,False,/8vDzqxZvrp7IdyAI5F8NePWGyEP.jpg,0,https://www.breakthesilencethemovie.com/,tt12850582,ko,브레이크 더 사일런스: 더 무비,"K-pop sensation BTS embark on their 2019 'Love Yourself: Speak Yourself' Tour, as the seven members begin to candidly tell personal stories they have never voiced before.",7.198,/k1VK2L971GmEevIjFbjcimxSeMx.jpg,Borahae.,"Music, Documentary","Big Hit Entertainment, CJ CGV, HYBE",South Korea,Korean,"pop star, pop music, concert film, boy band, k-pop",8.3,['Amazon Prime Video']
7007,12832,412094,The Net,7.388,174,Released,2016-10-06,599913,114,False,/c9X1HSLMT6CU6FdPQPjtNcBK5Va.jpg,0,http://tiff.net/films/the-net/,tt5996202,ko,그물,"A poor North Korean fisherman finds himself an accidental defector, and is groomed to be a spy by an ambitious South Korean military officer.",9.465,/mzR6uMMOixsCg1MjghvbNvOAb73.jpg,A man trapped in the net against his will.,Drama,"Kim Ki Duk Film, Next Entertainment World, Finecut",South Korea,Korean,"politics, human rights, east asia, north korean defector, north korea, inter-korean relations",7.4,['Amazon Prime Video']
7014,12848,53217,"What's Opera, Doc?",7.509,174,Released,1957-07-06,0,7,False,/uLBAdHJflcPz38suDfbYUTHFPhr.jpg,0,,tt0051189,en,"What's Opera, Doc?","Bugs is in drag as the Valkyrie Brunhilde, who is pursued by Elmer playing the demigod Siegfried.",5.665,/kkbaY8UyPbyzU3xg8CONgwW0Eid.jpg,,"Animation, Comedy, Family",Warner Bros. Cartoons,United States of America,English,"opera, hunter, cartoon, parody, cartoon rabbit, opera parody, short film",8.3,"['Amazon Prime Video', 'Disney+ hotstar']"
7021,12864,464593,Earth: One Amazing Day,7.75,174,Released,2017-08-04,0,95,False,/2s4laxseAR9E7EIMxkrmCi1fdFP.jpg,0,http://www.earthoneamazingday.com/,tt6238896,en,Earth: One Amazing Day,"An astonishing journey revealing the awesome power of the natural world. Over the course of one single day, we track the sun from the highest mountains to the remotest islands to exotic jungles.",9.404,/kvSdpVClbQMyduaBMoHvVgLchkN.jpg,One day. One planet. Infinite wonder.,"Documentary, Family",Earth Film Productions,"China, United Kingdom","English, Mandarin","earth, animal, nature",7.8,['Amazon Prime Video']
7027,12878,30416,Stanley Kubrick: A Life in Pictures,7.4,173,Released,2001-05-02,0,141,False,/2Rx61lWWkxR0jeaBi0H0CJQm35b.jpg,0,,tt0278736,en,Stanley Kubrick: A Life in Pictures,"With commentary from Hollywood stars, outtakes from his movies and footage from his youth, this documentary looks at Stanley Kubrick's life and films. Director Jan Harlan, Kubrick's brother-in-law and sometime collaborator, interviews heavyweights like Jack Nicholson, Woody Allen and Sydney Pollack, who explain the influence of Kubrick classics like ""Dr. Strangelove"" and ""2001: A Space Odyssey,"" and how he absorbed visual clues from disposable culture such as television commercials.",5.804,/yGrzFNyc9ztyAJejneh9734Y9Uj.jpg,,Documentary,Warner Bros. Pictures,United States of America,English,"career, conversation, interview",8.0,['Amazon Prime Video']
7028,12879,72640,The Old Mill,7.335,173,Released,1937-11-05,0,9,False,/4JDb2Lo7iq99QB8rF1FcnnIDGie.jpg,50663,,tt0029339,en,The Old Mill,"Night in an old mill is dramatically depicted in this Oscar-winning short in which the frightened occupants, including birds, timid mice, owls, and other creatures try to stay safe and dry as a storm approaches. As the thunderstorm worsens, the mill wheel begins to turn and the whole mill threatens to blow apart until at last the storm subsides.",8.963,/9AeBR5ZhhuNM3PsBuR0d6EL3ejL.jpg,Animals try to stay safe and dry in an old mill.,"Animation, Thriller, Family",Walt Disney Productions,United States of America,English,"mill, cartoon, animated horror, short film, suspense",7.7,"['Amazon Prime Video', 'Disney+ hotstar']"
7035,12897,205081,Codename: Kids Next Door - Operation Z.E.R.O.,7.965,173,Released,2006-08-11,0,73,False,/5VZ3GramsLcNS8RjypzmLU4h5hH.jpg,0,,tt0837113,en,Codename: Kids Next Door - Operation Z.E.R.O.,"The villains of the Kids Next Door, lead by Father, join forces to resurrect the Ultimate Evil, Grandfather, a tyrant who once ruled the world many years ago when most of the villains were themselves kids. However, Father disgraced him that he can't even try to destroy the KND and the Villains were quickly betrayed when they are turned into Senior Citizombies, creatures that are immortal and can transform any living creature into one of them and slaves who are forced to make Tapioca to refuel Grandfather so he can find and destroy the Book of K.N.D.",11.373,/fwgLVVHcDT2XtR3I9ozHN2CwC0v.jpg,Every hero starts from zero.,"Animation, Science Fiction, TV Movie, Adventure, Family, Comedy, Fantasy, Mystery","Curious Pictures, Cartoon Network Studios",United States of America,English,"zombie, troubled teen",7.4,['Amazon Prime Video']
7039,12907,2405,Joseph,8.199,173,Released,1995-04-16,0,178,False,/u5NQXB6550sRGbs30jc3gDFTqFZ.jpg,0,,tt0113483,en,Joseph,"The Biblical story of Joseph, who was sold to slavery by his brothers who were jealous of his prophetic abilities to analyze dreams and of his being their fathers' favorite.",19.413,/lBscKQzEJY1XF2ReZT2vIGrMQ1k.jpg,,"Drama, History","Turner Pictures, Beta Film, Quinta Communications, Lube Productions, Lux Vide","Germany, Italy, United States of America","English, Russian","jealousy, christianity, bible, ancient egypt, told in flashback, old testament, favorite sibling, sold into slavery, parental alienation, brother brother relationship, biblical",7.6,['Amazon Prime Video']
7042,12920,185574,Louis C.K.: Oh My God,7.599,172,Released,2013-04-13,0,58,False,/fEMUwqYwHQq5lokxGI1BsSG0LFK.jpg,0,http://www.hbo.com/comedy/louis-c-k-oh-my-god/index.html,tt2510998,en,Louis C.K.: Oh My God,"Filmed at the Celebrity Theatre in Phoenix, AZ on February 15th and 16th, 2013, Oh My God is Louis C.K.'s fifth stand-up special, his first for HBO since 2007's Shameless, and his first since winning a Emmy Award for writing on his acclaimed show on FX, Louie.  Performed in the round in front of a live audience, he discusses such topics as the food chain, animals, divorce, strange anecdotes, broken morality, murder and mortality.",5.962,/uMiRDSnFRpKicYbikKa8aO1QKbU.jpg,,Comedy,"Pig Newton, Cicrus King Productions",United States of America,English,stand-up comedy,8.3,['Amazon Prime Video']
7043,12921,1556,Funeral Parade of Roses,7.485,172,Released,1969-09-13,0,105,False,/zTPOzxjdezfzC3l82gbeCtIloRt.jpg,0,,tt0064068,ja,薔薇の葬列,"In late 60s Tokyo,  Eddie, a young drag queen, is the favourite of Gonda, the owner of the bar where she works. This relationship provokes the jealousy of Gonda's mistress, Leda, the bar's matron. Eddie and Gonda decide to get rid of her...",11.686,/7cRQ6rSGajW2soWDr3voEN2rgYO.jpg,Who's the fairest of them all?,"Drama, Crime","Art Theatre Guild, Matsumoto Production",Japan,Japanese,"transvestite, oedipus",7.7,['Amazon Prime Video']
7051,12931,507256,Whitney,7.378,172,Released,2018-07-05,1251945,120,False,/2i1p4MGPr5yaAhB1vY6ssQjhwPT.jpg,0,http://whitneythefilm.com,tt5740866,en,Whitney,"Examines the life and career of singer Whitney Houston. Features never-before-seen archival footage, exclusive recordings, rare performances and interviews with the people who knew her best.",9.527,/j1c6dTycYBMZs2T1wKA6bknLLa6.jpg,All the music. All the stories. All the answers.,"Music, Documentary","Lightbox Entertainment, Altitude Film Entertainment, Happy Street Entertainment","United Kingdom, United States of America",English,"biography, celebrity, singer, fame",7.3,['Amazon Prime Video']
7057,12951,499556,An Elephant Sitting Still,7.9,172,Released,2018-03-08,0,234,False,/vAp1u1TVufGRzmNsqtVuZhdHUFY.jpg,2500000,https://www.kimstim.com/film/an-elephant-sitting-still/,tt8020896,zh,大象席地而坐,"In the northern Chinese city of Manzhouli, they say there is an elephant that simply sits and ignores the world. Manzhouli becomes an obsession for the protagonists of this film, a longed-for escape from the downward spiral in which they find themselves.",9.763,/bJfkDnsY9z9ohWdyzyCAqYZxbnS.jpg,,Drama,Dongchun Films (Beijing),China,Mandarin,,7.8,['Amazon Prime Video']
7062,12963,321594,Louis C.K.: Live at The Comedy Store,7.345,171,Released,2015-01-27,0,66,False,/b0gVgI3ptWba6xME5rmCuvFVw0.jpg,0,https://www.louisck.net/purchase/live-at-the-comedy-store,tt4368814,en,Louis C.K.: Live at The Comedy Store,"This material was developed and prepared over the last year or so, mostly in comedy clubs. This special kind of goes back to when he used to just make noises and be funny for no particular reason. It felt right to him to shoot this special in a club to give it that live immediate intimate feeling. The show is about an hour long. The opening act, who is seen at the beginning (good place for an opening act) is Jay London. One of his favorite club comics going way back to the late 80s when he first started in working in New York.",5.103,/9ULqaND2rzNFL4OAxCbSrY7UWem.jpg,,Comedy,"Pig Newton, Cicrus King Productions",United States of America,English,stand-up comedy,7.7,['Amazon Prime Video']
7065,12970,5998,"Dr. Mabuse, the Gambler",7.646,171,Released,1922-04-27,0,271,False,/oWWPGLmIgQ3pyXNwOOkdGpjXX61.jpg,0,,tt0013086,de,"Dr. Mabuse, der Spieler","Dr. Mabuse and his organization of criminals are in the process of completing their latest scheme, a theft of information that will allow Mabuse to make huge profits on the stock exchange. Afterwards, Mabuse disguises himself and attends the Folies Bergères show, where Cara Carozza, the main attraction of the show, passes him information on Mabuse's next intended victim, the young millionaire Edgar Hull. Mabuse then uses psychic manipulation to lure Hull into a card game where he loses heavily. When Police Commissioner von Wenk begins an investigation of this mysterious crime spree, he has little to go on, and he needs to find someone who can help him.",8.234,/ysHJDo9do2USU1BhWxcT0WO9WTO.jpg,,"Crime, Thriller",Uco-Film GmbH,Germany,No Language,"mask, magic, identity, dollar, inflation, counterfeit, criminal, psychiatrist, disguise, silent film, movie serial, stock exchange, german expressionism",7.8,['Amazon Prime Video']
7067,12972,400728,Unknown Soldier,7.541,171,Released,2017-10-27,15550000,179,False,/oDLj0Vqm96OYY9K7qU7T3z0yitw.jpg,8000000,http://www.tuntematonsotilas2017.fi,tt4065552,fi,Tuntematon sotilas,"The film follows Finnish army machine gun company in Continuation War against Soviet Union, 1941–1944. Based on Väinö Linna's best selling novel Tuntematon Sotilas (The Unknown Soldier) and the novel's uncensored version, Sotaromaani (A War Novel).",8.003,/dR37hrF6YDMSJCT4r30tOYzVath.jpg,"Finland, behold, thy daylight now is dawning.","War, Drama","SCOPE Pictures, Elokuvaosakeyhtiö Suomi 2017, Kvikmyndafélag Íslands","Iceland, Finland, Belgium",Finnish,"based on novel or book, world war ii, continuation war",7.7,['Amazon Prime Video']
7069,12974,42360,Inuyasha the Movie: Affections Touching Across Time,7.62,171,Released,2001-12-15,0,99,False,/aWg40fkUvghFwrCya2fHvAEvjud.jpg,10540,,tt0322645,ja,犬夜叉 時代を越える想い,"InuYasha is a half-demon who was trapped in the Legendary Tree and was set free by Kagome, a girl who traveled 500 years through time. This time, both of them will have to face Menomaru, a Chinese demon whose father, known as Hyoga, came 300 years ago to invade Japan, but was stopped by InuYasha's Father. InuYasha and Kagome, along with Sango, Miroku, Shippou, Kaede and Myoga, will try to stop Menomaru in his becoming the most powerful demon ever.",27.321,/geid1g2qQ4MuveUHVchrPfCkbX0.jpg,,"Action, Animation, Adventure, Fantasy","SUNRISE, Mini Art",Japan,Japanese,"monster, sword, time travel, demon, adult animation, quest, anime",7.2,['Amazon Prime Video']
7073,12986,40149,Kuroneko,7.398,171,Released,1968-02-24,0,100,False,/8cgoNoDsuOJOz9teAoBw6vO6Hrt.jpg,0,,tt0122136,ja,藪の中の黒猫,"In the Sengoku period, a woman and her daughter are raped and murdered by soldiers during a time of civil war. Afterwards, a series of samurai returning from the war through that area are found mysteriously dead with their throats torn out. The governor calls in a wild and fierce young hero to quell what is evidently an Onryō ghost. He encounters the two beautiful women in an eerie, beautiful scene. After spiritual purification, he meets the demon in a thrilling fight.",7.292,/43LZYSBRMZoi9QdYntkGXhLSMeI.jpg,Beware the haunted women who lurk in the bamboo forest as black cats craving the blood of samurai!,"Horror, Fantasy",TOHO,Japan,Japanese,"samurai, revenge, murder, black cat, ghost, rape and revenge, folk horror",7.7,['Amazon Prime Video']
